pretty_comp,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,stability,magmom_pa,volume_pa,delta_e,energy_pa,bandgap
TmSbPt,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,51.0,78.0,27.0,66.0,10.0,51.0,37.0,85.0,48.0,61.66666666666666,16.444444444444446,37.0,121.76,195.084,73.324,161.92607,26.77738,121.76,903.78,2041.4,1137.62,1587.7266666666667,455.9644444444445,903.78,3.0,15.0,12.0,9.333333333333334,4.222222222222222,3.0,5.0,6.0,1.0,5.666666666666667,0.4444444444444443,5.0,136.0,190.0,54.0,155.0,23.33333333333333,136.0,1.25,2.28,1.0299999999999998,1.86,0.4066666666666665,1.25,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,6.333333333333333,4.222222222222222,0.0,0.0,14.0,14.0,9.0,6.0,0.0,15.0,24.0,9.0,18.0,4.0,15.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,15.02,31.56,16.54,25.453333333333333,6.955555555555556,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.0,20.0,166.0,1.6666666666666667,1.0,6.333333333333333,9.0,False,0.2329666519444445,0.0437734218782924,0.00041577,-0.0003097,23.3306,-1.22246326833,-6.10524552667,0.267
LuCuS2,3,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,16.0,71.0,55.0,33.0,19.0,16.0,41.0,88.0,47.0,70.25,17.75,88.0,32.065,174.9668,142.9018,75.66069999999999,49.65305,32.065,388.36,1936.0,1547.64,1017.6225,629.2625,388.36,3.0,16.0,13.0,11.5,4.5,16.0,3.0,6.0,3.0,4.0,1.0,3.0,105.0,187.0,82.0,132.25,27.375,105.0,1.27,2.58,1.31,2.0825,0.4975,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.75,3.625,0.0,0.0,14.0,14.0,3.5,5.25,0.0,6.0,17.0,11.0,10.0,4.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.5,2.75,2.0,11.07,28.865,17.794999999999998,22.8771875,5.90359375,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0022471,0.0022471,0.000561775,0.0008426625,0.0,70.0,225.0,155.0,139.75,69.75,70.0,1.75,2.0,2.75,3.5,False,0.3488563496137112,0.0631569244449793,-0.0183476801563,-1.5725e-05,19.8567,-1.51400286763,-5.49347953187,1.893
Li7OsO6,3,0.662401321106836,0.5887550428297939,0.5395136956137251,0.5213435812738831,0.5097931073016481,3.0,76.0,73.0,10.357142857142858,9.377551020408164,3.0,1.0,87.0,86.0,41.85714285714285,40.85714285714285,1.0,6.941,190.23,183.289,23.915242857142857,23.759251020408165,6.941,54.8,3306.0,3251.2,486.47357142857146,402.7894897959183,453.69,1.0,16.0,15.0,7.928571428571429,6.928571428571429,1.0,2.0,6.0,4.0,2.2857142857142856,0.5306122448979591,2.0,66.0,144.0,78.0,102.57142857142856,31.346938775510207,128.0,0.98,3.44,2.46,2.1214285714285714,1.1414285714285717,0.98,1.0,2.0,1.0,1.5,0.5,1.0,0.0,4.0,4.0,1.7142857142857142,1.959183673469388,0.0,0.0,6.0,6.0,0.4285714285714285,0.7959183673469388,0.0,0.0,14.0,14.0,1.0,1.8571428571428568,0.0,1.0,22.0,21.0,4.642857142857143,3.642857142857143,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,0.0,4.0,4.0,0.2857142857142857,0.5306122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6428571428571428,0.6428571428571429,1.0,9.105,16.5933333333,7.488333333299998,13.205238095221429,3.5144897959040806,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,133.5,104.14285714285714,229.0,1.5,1.7142857142857142,0.4285714285714285,1.0,False,0.7797297329475583,0.1879515175276505,-0.0400797418704,0.214287314286,8.92654,-1.87514824466,-5.56386200786,0.857
UCO5,3,0.7423074889580903,0.7180750993304971,0.7143771194604124,0.7142883265019526,0.7142857289142843,6.0,92.0,86.0,19.714285714285715,20.6530612244898,8.0,20.0,87.0,67.0,76.0,16.0,87.0,12.0107,238.02891,226.01821,47.14808714285714,54.53737795918367,15.9994,54.8,3823.0,3768.2,786.4285714285714,1045.1836734693877,54.8,3.0,16.0,13.0,13.857142857142858,3.10204081632653,16.0,2.0,7.0,5.0,2.7142857142857144,1.2244897959183676,2.0,66.0,196.0,130.0,86.0,31.428571428571427,66.0,1.38,3.44,2.06,3.018571428571428,0.6020408163265307,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.142857142857143,1.2244897959183676,4.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,3.0,3.0,0.4285714285714285,0.7346938775510203,0.0,4.0,6.0,2.0,5.714285714285714,0.4897959183673468,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.5714285714285714,2.0,0.0,9.0,9.0,1.2857142857142858,2.204081632653061,0.0,0.0,11.0,11.0,1.5714285714285714,2.693877551020408,0.0,2.0,20.0,18.0,4.857142857142857,4.326530612244897,2.0,5.64,20.025,14.384999999999998,10.17,2.815714285714285,9.105,0.0,4.496,4.496,0.6422857142857143,1.101061224489796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,45.285714285714285,47.55102040816327,12.0,2.0,3.142857142857143,0.1428571428571428,0.4285714285714285,True,0.6538558596267213,0.090966207817384,-0.121101124951,-1.70857142857e-05,13.3585,-2.57038426277,-8.36335057,4.163
Y3GaO6,3,0.6782329983125268,0.6248799769526243,0.6037190412142994,0.6006677156890837,0.6000585690081267,8.0,39.0,31.0,19.6,13.919999999999998,8.0,12.0,87.0,75.0,63.2,30.72000000000001,87.0,15.9994,88.90585,72.90645,43.243695,32.69315400000001,15.9994,54.8,1799.0,1744.2,602.871,717.6773999999999,54.8,3.0,16.0,13.0,11.8,5.279999999999999,16.0,2.0,5.0,3.0,3.1,1.3199999999999998,2.0,66.0,190.0,124.0,108.8,51.35999999999999,66.0,1.22,3.44,2.22,2.611,0.9948,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5,1.8,4.0,0.0,10.0,10.0,1.3,1.7399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,5.8,1.6799999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7,1.02,2.0,0.0,9.0,9.0,2.7,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.4,2.88,2.0,9.105,32.365,23.26,17.05825,9.5439,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,71.8,73.32000000000001,12.0,2.0,2.5,1.3,0.0,True,0.7083205926780534,0.1591177466618862,-0.00845138433333,5.885e-06,13.2461,-3.39729799753,-8.353786118,4.03
Ca(HoS2)2,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,16.0,67.0,51.0,31.142857142857142,20.48979591836735,16.0,7.0,88.0,81.0,60.71428571428572,31.183673469387752,88.0,32.065,164.93032,132.86532,71.17123428571428,53.57662040816326,32.065,388.36,1747.0,1358.64,880.3485714285715,562.2726530612246,388.36,2.0,16.0,14.0,10.285714285714286,6.530612244897959,16.0,3.0,6.0,3.0,4.0,1.1428571428571428,3.0,105.0,192.0,87.0,140.0,40.0,105.0,1.0,2.58,1.58,1.9685714285714289,0.6987755102040817,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.142857142857143,4.489795918367348,0.0,2.0,13.0,11.0,7.428571428571429,3.183673469387755,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.8571428571428571,1.2244897959183674,0.0,0.0,3.0,3.0,2.0,0.5714285714285714,2.0,25.786875,37.77,11.983125000000005,28.912023809514285,3.571598639444899,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,127.57142857142856,65.79591836734694,70.0,2.0,2.2857142857142856,0.0,3.142857142857143,True,0.4642566193494153,0.0981814255180799,-0.00669002723374,-1.48928571429e-06,23.4781,-2.27404055003,-6.05788851536,1.701
TiNiSn,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,22.0,50.0,28.0,33.333333333333336,11.111111111111112,22.0,43.0,80.0,37.0,61.333333333333336,12.444444444444445,43.0,47.867,118.71,70.84299999999999,75.09013333333333,29.079911111111112,47.867,505.08,1941.0,1435.92,1391.36,590.8533333333334,505.08,4.0,14.0,10.0,9.333333333333334,3.555555555555556,4.0,4.0,5.0,1.0,4.333333333333333,0.4444444444444443,4.0,124.0,160.0,36.0,141.0,12.666666666666666,124.0,1.54,1.96,0.4199999999999999,1.8033333333333332,0.1755555555555554,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.333333333333334,3.555555555555556,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.333333333333333,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,10.32,33.285,22.965,20.098333333333333,8.791111111111109,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1984724111111111,0.2646148592592592,0.0,141.0,225.0,84.0,186.66666666666663,30.444444444444446,141.0,2.0,0.6666666666666666,6.666666666666667,0.0,False,0.0431417331380903,0.0086013874836449,0.65739035,0.0009066,19.2536,0.0768086697875,-5.64944807333,0.0
Rb3TaO8,3,0.7168604389202189,0.6786044041487266,0.6676565611667779,0.666765986047273,0.666670332882473,8.0,73.0,65.0,20.666666666666668,16.88888888888889,8.0,4.0,87.0,83.0,63.0,32.0,87.0,15.9994,180.94788,164.94848,47.11220666666666,41.48374222222222,15.9994,54.8,3290.0,3235.2,388.815,483.5308333333333,54.8,1.0,16.0,15.0,11.333333333333334,6.222222222222221,16.0,2.0,6.0,4.0,3.083333333333333,1.4444444444444446,2.0,66.0,220.0,154.0,113.16666666666669,62.88888888888889,66.0,0.82,3.44,2.62,2.623333333333333,1.0888888888888888,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,0.25,0.4583333333333333,0.0,0.0,14.0,14.0,1.1666666666666667,2.1388888888888893,0.0,1.0,19.0,18.0,5.833333333333333,2.416666666666667,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,7.0,7.0,0.5833333333333334,1.0694444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.1666666666666665,0.8055555555555555,2.0,9.105,90.7225,81.61749999999999,30.260625000000005,30.2309375,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444446,12.0,1.75,2.6666666666666665,0.25,1.1666666666666667,False,0.8202341305415322,0.1728535642457338,0.0520377387339,-1.48333333333e-05,16.222,-1.70231883892,-5.94632825417,3.304
MgScGa,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,12.0,31.0,19.0,21.33333333333333,6.444444444444444,12.0,11.0,74.0,63.0,51.0,26.666666666666668,11.0,24.305,69.723,45.418,46.32797066666666,15.59668622222222,24.305,302.91,1814.0,1511.09,1013.3033333333332,533.7977777777777,302.91,2.0,13.0,11.0,6.0,4.666666666666667,2.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,3.0,122.0,170.0,48.0,144.33333333333334,17.111111111111114,122.0,1.31,1.81,0.5,1.4933333333333334,0.2111111111111111,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,10.0,10.0,3.6666666666666665,4.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,6.0,4.666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.666666666666667,3.1111111111111107,0.0,18.8575,22.89,4.032499999999999,21.3275,1.6466666666666658,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,2.1166666666666666e-06,2.8222222222222223e-06,0.0,64.0,194.0,130.0,150.66666666666666,57.77777777777778,64.0,2.0,0.3333333333333333,3.6666666666666665,0.0,False,0.0605869371865241,0.0122862944506677,0.624843696766,0.0012896,24.0233,0.198219986944,-3.43602323,0.0
HfGeTe4,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,32.0,72.0,40.0,52.0,6.666666666666667,52.0,45.0,90.0,45.0,80.66666666666667,12.444444444444445,90.0,72.64,178.49,105.85,126.92166666666668,18.093888888888888,127.6,722.66,2506.0,1783.34,1101.34,504.9066666666667,722.66,4.0,16.0,12.0,13.666666666666666,3.2222222222222228,16.0,4.0,6.0,2.0,5.0,0.3333333333333333,5.0,120.0,175.0,55.0,141.16666666666666,11.277777777777771,138.0,1.3,2.1,0.8,1.9516666666666669,0.2172222222222221,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,2.0,10.0,8.0,8.666666666666666,2.2222222222222228,10.0,0.0,14.0,14.0,2.333333333333333,3.888888888888889,0.0,14.0,18.0,4.0,16.0,0.6666666666666666,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,8.0,8.0,1.3333333333333333,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.333333333333333,1.7777777777777777,2.0,22.2,34.7633333333,12.563333333299996,30.7097222222,5.404814814799999,34.7633333333,0.0,0.464,0.464,0.3731666666666666,0.1243888888888889,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,171.16666666666666,25.555555555555557,152.0,2.0,3.0,8.666666666666666,2.333333333333333,True,0.1478562110337886,0.0199423289369568,-0.00828552177816,-0.000333083333333,31.0315,-0.463879064722,-4.98828421083,0.525
Ho3GaO6,3,0.6782329983125268,0.6248799769526243,0.6037190412142994,0.6006677156890837,0.6000585690081267,8.0,67.0,59.0,28.0,24.0,8.0,33.0,87.0,54.0,69.5,21.9,87.0,15.9994,164.93032,148.93092,66.051036,60.0619632,15.9994,54.8,1747.0,1692.2,587.271,695.8374,54.8,3.0,16.0,13.0,11.8,5.279999999999999,16.0,2.0,6.0,4.0,3.4,1.6799999999999995,2.0,66.0,192.0,126.0,109.4,52.08,66.0,1.23,3.44,2.21,2.614,0.9912,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5,1.8,4.0,0.0,10.0,10.0,1.0,1.8,0.0,0.0,11.0,11.0,3.3,4.62,0.0,6.0,13.0,7.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.7,1.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.9,1.2600000000000002,0.0,2.0,5.0,3.0,2.6,0.72,2.0,9.105,30.7333333333,21.6283333333,16.56874999999,8.956499999988,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,71.8,73.32000000000001,12.0,2.0,2.5,1.0,3.3,True,0.7050722889619607,0.1584524978357606,-0.0158342065625,-3.0575e-05,13.0099,-3.44664860403,-7.836848628,3.846
Na3VO4,3,0.6373774391990981,0.5642946794342502,0.5218357923239265,0.5090342055422441,0.5027468141173921,8.0,23.0,15.0,11.0,3.0,8.0,2.0,87.0,85.0,50.0,37.0,87.0,15.9994,50.9415,34.9421,22.98855098,6.98915098,15.9994,54.8,2183.0,2128.2,439.35125,435.9121875,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,4.0,2.0,2.625,0.625,2.0,66.0,166.0,100.0,114.375,48.375,66.0,0.93,3.44,2.51,2.2725,1.1675,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,0.375,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.25,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,0.875,1.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,9.105,29.2433333333,20.1383333333,17.1449999999875,9.073749999984376,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,120.5,108.5,12.0,1.625,2.0,0.375,0.0,True,0.792997622442975,0.1890376346150903,-0.198099086286,-6.58125e-06,14.5307,-2.28070303267,-5.77490933375,4.2
ZrGeTe4,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,32.0,52.0,20.0,46.66666666666666,7.111111111111112,52.0,44.0,90.0,46.0,80.5,12.666666666666666,90.0,72.64,127.6,54.96,112.37733333333334,20.296888888888883,127.6,722.66,2128.0,1405.34,1038.34,420.9066666666667,722.66,4.0,16.0,12.0,13.666666666666666,3.2222222222222228,16.0,4.0,5.0,1.0,4.833333333333333,0.2777777777777779,5.0,120.0,175.0,55.0,141.16666666666666,11.277777777777771,138.0,1.33,2.1,0.77,1.9566666666666668,0.2088888888888888,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.3333333333333333,4.0,2.0,10.0,8.0,8.666666666666666,2.2222222222222228,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,13.666666666666666,3.2222222222222228,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,8.0,8.0,1.3333333333333333,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.333333333333333,1.7777777777777777,2.0,23.005,34.7633333333,11.758333333299998,30.875555555533328,5.183703703688889,34.7633333333,0.0,0.464,0.464,0.3731666666666666,0.1243888888888889,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,171.16666666666666,25.555555555555557,152.0,2.0,3.0,8.666666666666666,0.0,True,0.137762910230166,0.0185642211269277,-0.0223321713083,6.76666666667e-06,31.1587,-0.515137858056,-4.80484359833,0.591
HoGeAu,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,32.0,79.0,47.0,59.333333333333336,18.22222222222222,32.0,33.0,79.0,46.0,59.333333333333336,17.555555555555554,33.0,72.64,196.966569,124.326569,144.84562966666667,48.13708644444444,72.64,1211.4,1747.0,535.5999999999999,1431.91,210.05999999999997,1211.4,3.0,14.0,11.0,9.333333333333334,4.222222222222222,3.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,4.0,120.0,192.0,72.0,149.33333333333334,28.444444444444446,120.0,1.23,2.54,1.31,1.9266666666666663,0.4644444444444444,1.23,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,0.0,0.0,14.0,14.0,8.333333333333334,5.5555555555555545,0.0,13.0,25.0,12.0,17.333333333333332,5.111111111111111,13.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,1.0,4.0,3.0,2.6666666666666665,1.1111111111111112,1.0,16.7,30.7333333333,14.0333333333,23.47944444443333,4.83592592591111,16.7,0.0,0.383,0.383,0.1276666666666666,0.1702222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666663,13.77777777777778,194.0,1.6666666666666667,0.6666666666666666,6.666666666666667,8.333333333333334,False,0.3488563496137112,0.0619744342788828,0.0730723966667,-0.0004864,23.1438,-0.753198479444,-4.90896113667,0.256
Rb3NbO8,3,0.7168604389202189,0.6786044041487266,0.6676565611667779,0.666765986047273,0.666670332882473,8.0,41.0,33.0,18.0,13.333333333333334,8.0,4.0,87.0,83.0,62.91666666666666,32.111111111111114,87.0,15.9994,92.90638,76.90698,39.775415,31.701353333333333,15.9994,54.8,2750.0,2695.2,343.815,401.0308333333333,54.8,1.0,16.0,15.0,11.333333333333334,6.222222222222221,16.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,66.0,220.0,154.0,112.66666666666669,62.22222222222223,66.0,0.82,3.44,2.62,2.6316666666666664,1.0777777777777775,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,4.0,4.0,0.3333333333333333,0.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.666666666666667,1.833333333333333,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,0.5,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.1666666666666665,0.8055555555555555,2.0,9.105,90.7225,81.61749999999999,30.265625,30.2284375,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444446,12.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.0,False,0.8202341305415322,0.1713698665620878,0.0405993291137,-3.24e-05,16.2569,-1.63102611975,-5.7284840925,2.778
